id,project_code,price_quot_number,po_so_number,asn_dn,country,managed_by,fulfill_via,vendor_inco_term,shipment_mode,pq_first_sent_to_client_date,po_sent_to_vendor_date,scheduled_delivery_date,delivered_to_client_date,delivery_recorded_date,late_deliveries,product_group,sub_classification,vendor,item_description,molecule_test_type,brand,dosage,dosage_form,unit_of_measure_per_pack,line_item_quantity,line_item_value,pack_price,unit_price,manufacturing_site,first_line_designation,weight_in_kgs,freight_cost_in_usd,line_item_insurance_in_usd
84513,104-CI-T30,FPQ-3964,SO-34750,DN-1547,"Côte d'Ivoire","PMO - US","From RDC",NULL,Air,2009-07-24,NULL,2009-12-10,2009-12-02,2009-12-02,0,ARV,Adult,"SCMS from RDC","Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,8660,50054.80,5.78,0.19,"Aurobindo Unit III, India",Yes,742.000,1211.49,98.11
84514,113-ZW-T30,FPQ-4472,SO-27200,DN-1554,Zimbabwe,"PMO - US","From RDC",NULL,Truck,2009-03-17,NULL,2009-12-18,2009-12-07,2009-12-07,0,ARV,Adult,"SCMS from RDC","Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,"Tablet - FDC",60,76000,506160.00,6.66,0.11,"Cipla, Goa, India",Yes,8280.000,15328.58,992.07
84515,151-NG-T30,FPQ-4105,SO-33142,DN-1563,Nigeria,"PMO - US","From RDC",NULL,"Air Charter",2009-08-13,NULL,2009-12-18,2009-12-18,2009-12-18,0,ARV,Adult,"SCMS from RDC","Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,"Tablet - FDC",60,11242,127596.70,11.35,0.19,"Aurobindo Unit III, India",Yes,1261.000,11637.64,250.09
84516,106-HT-T30,FPQ-4384,SO-34670,DN-1559,Haiti,"PMO - US","From RDC",NULL,Air,2009-10-23,NULL,2009-12-09,2009-12-01,2009-12-01,0,ARV,Adult,"SCMS from RDC","Stavudine 20mg, capsules, 60 Caps",Stavudine,Generic,20mg,Capsule,60,252,420.84,1.67,0.03,"Aurobindo Unit III, India",No,NULL,NULL,0.91
84517,106-HT-T30,FPQ-4384,SO-34670,DN-1559,Haiti,"PMO - US","From RDC",NULL,Air,2009-10-23,NULL,2009-12-09,2009-12-01,2009-12-01,0,ARV,Adult,"SCMS from RDC","Stavudine 20mg, capsules, 60 Caps",Stavudine,Generic,20mg,Capsule,60,230,384.10,1.67,0.03,"Aurobindo Unit III, India",No,NULL,NULL,0.83
84518,151-NG-T30,FPQ-4105,SO-33143,DN-1564,Nigeria,"PMO - US","From RDC",NULL,"Air Charter",2009-08-13,NULL,2009-12-18,2009-12-18,2009-12-18,0,ARV,Adult,"SCMS from RDC","Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs","Emtricitabine/Tenofovir Disoproxil Fumarate",Generic,200/300mg,"Tablet - FDC",30,63732,748851.00,11.75,0.39,"Mylan (formerly Matrix) Nashik",Yes,5144.000,11637.64,1467.75
84519,151-NG-T30,FPQ-4105,SO-33144,DN-1569,Nigeria,"PMO - US","From RDC",NULL,"Air Charter",2009-08-13,NULL,2009-12-18,2009-12-18,2009-12-18,0,ARV,Adult,"SCMS from RDC","Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs","Lamivudine/Tenofovir Disoproxil Fumarate",Generic,300/300mg,"Tablet - FDC",30,50040,500400.00,10.00,0.33,"Mylan (formerly Matrix) Nashik",Yes,4161.000,11637.64,980.78
84520,106-HT-T30,FPQ-4384,SO-34880,DN-1575,Haiti,"PMO - US","From RDC",NULL,Air,2009-10-23,NULL,2009-12-09,2009-12-05,2009-12-05,0,ARV,Adult,"SCMS from RDC","Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,315,6747.30,21.42,0.36,"Aurobindo Unit III, India",Yes,1045.000,750.90,14.55
84521,110-ZM-T30,FPQ-4481,SO-34180,DN-1578,Zambia,"PMO - US","From RDC",NULL,Truck,2009-07-14,NULL,2010-01-15,2009-12-08,2009-12-08,0,ARV,Adult,"SCMS from RDC","Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,"Tablet - FDC",60,36760,322017.60,8.76,0.15,"Aurobindo Unit III, India",Yes,3294.000,9942.26,631.15
84522,110-ZM-T30,FPQ-4035,SO-34930,DN-1583,Zambia,"PMO - US","From RDC",NULL,Truck,2009-08-05,NULL,2010-01-15,2009-12-14,2009-12-14,0,ARV,Adult,"SCMS from RDC","Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,80000,232000.00,2.90,0.05,"Cipla, Goa, India",Yes,8756.000,13844.72,454.72
84523,106-HT-T30,FPQ-4384,SO-34700,DN-1609,Haiti,"PMO - US","From RDC",NULL,Air,2009-10-23,NULL,2010-01-18,2010-01-27,2010-01-27,1,ARV,Adult,"SCMS from RDC","Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,120,903.60,7.53,0.13,"Aurobindo Unit III, India",No,NULL,NULL,1.95
84524,105-GY-T30,FPQ-4915,SO-35700,DN-1637,Guyana,"PMO - US","From RDC",NULL,Air,2010-01-14,NULL,2010-02-26,2010-02-09,2010-02-09,0,ARV,Adult,"SCMS from RDC","Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,2475,6756.75,2.73,0.05,"Aurobindo Unit III, India",Yes,347.000,4293.82,14.57
84525,105-GY-T30,FPQ-4915,SO-35700,DN-1637,Guyana,"PMO - US","From RDC",NULL,Air,2010-01-14,NULL,2010-02-26,2010-02-09,2010-02-09,0,ARV,Adult,"SCMS from RDC","Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,1063,8004.39,7.53,0.13,"Aurobindo Unit III, India",No,NULL,NULL,17.26
84526,114-UG-T30,FPQ-4275,SO-35610,DN-1638,Uganda,"PMO - US","From RDC",NULL,Truck,2009-09-17,NULL,2010-02-25,2010-02-18,2010-02-18,0,ARV,Adult,"SCMS from RDC","Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,"Tablet - FDC",60,29,325.38,11.22,0.19,"Aurobindo Unit III, India",Yes,5134.000,9348.00,0.64
84527,104-CI-T30,FPQ-4393,SO-34490,DN-1653,"Côte d'Ivoire","PMO - US","From RDC",NULL,Air,2009-10-15,NULL,2010-03-09,2010-03-02,2010-03-02,0,ARV,Adult,"SCMS from RDC","Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs","Emtricitabine/Tenofovir Disoproxil Fumarate",Truvada,300/200mg,"Tablet - FDC",30,3120,81900.00,26.25,0.88,"Aspen-OSD, Port Elizabeth, SA",Yes,275.000,1949.42,176.58
84528,104-CI-T30,FPQ-4378,SO-34410,DN-1662,"Côte d'Ivoire","PMO - US","From RDC",NULL,Air,2009-10-15,NULL,2010-03-09,2010-03-01,2010-03-01,0,ARV,Pediatric,"SCMS from RDC","Zidovudine 100mg, capsules, 100 Caps",Zidovudine,Generic,100mg,Capsule,100,2152,10760.00,5.00,0.05,"Aurobindo Unit III, India",No,NULL,NULL,21.09
84529,106-HT-T30,FPQ-4384,SO-35430,DN-1665,Haiti,"PMO - US","From RDC",NULL,Air,2009-10-23,NULL,2010-03-24,2010-03-03,2010-03-03,0,ARV,Pediatric,"SCMS from RDC","Nevirapine 10mg/ml, oral suspension, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,"Oral suspension",240,1069,2052.48,1.92,0.01,"Aurobindo Unit III, India",Yes,396.000,6036.96,4.43
84530,104-CI-T30,FPQ-4378,SO-34410,DN-1662,"Côte d'Ivoire","PMO - US","From RDC",NULL,Air,2009-10-15,NULL,2010-03-09,2010-03-01,2010-03-01,0,ARV,Pediatric,"SCMS from RDC","Efavirenz 50mg, capsule, 30 Caps",Efavirenz,Generic,50mg,Capsule,30,1596,3575.04,2.24,0.07,"Aurobindo Unit III, India",No,NULL,NULL,7.01
84531,104-CI-T30,FPQ-4378,SO-34410,DN-1662,"Côte d'Ivoire","PMO - US","From RDC",NULL,Air,2009-10-15,NULL,2010-03-09,2010-03-01,2010-03-01,0,ARV,Adult,"SCMS from RDC","Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,"Tablet - FDC",60,6584,57675.84,8.76,0.15,"Mylan (formerly Matrix) Nashik",No,NULL,NULL,113.04
84532,104-CI-T30,FPQ-4378,SO-34410,DN-1662,"Côte d'Ivoire","PMO - US","From RDC",NULL,Air,2009-10-15,NULL,2010-03-09,2010-03-01,2010-03-01,0,ARV,Pediatric,"SCMS from RDC","Nevirapine 10mg/ml, oral suspension, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,"Oral suspension",240,1431,2747.52,1.92,0.01,"Aurobindo Unit III, India",No,NULL,NULL,5.39
84533,106-HT-T30,FPQ-4384,SO-35920,DN-1667,Haiti,"PMO - US","From RDC",NULL,Air,2009-10-23,NULL,2010-03-10,2010-03-03,2010-03-03,0,ARV,Pediatric,"SCMS from RDC","Abacavir 20mg/ml, oral solution, Bottle, 240 ml",Abacavir,Generic,20mg/ml,"Oral solution",240,288,3916.80,13.60,0.06,"Aurobindo Unit III, India",No,NULL,NULL,8.44
84534,106-HT-T30,FPQ-4384,SO-35930,DN-1668,Haiti,"PMO - US","From RDC",NULL,Air,2009-10-23,NULL,2010-04-07,2010-03-03,2010-03-03,0,ARV,Adult,"SCMS from RDC","Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,7056,10301.76,1.46,0.02,"Strides, Bangalore, India.",No,NULL,NULL,22.21
84535,104-CI-T30,FPQ-4378,SO-34451,DN-1670,"Côte d'Ivoire","PMO - US","From RDC",NULL,Air,2009-10-15,NULL,2010-03-16,2010-03-10,2010-03-10,0,ARV,Pediatric,"SCMS from RDC","Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",Lamivudine,Generic,10mg/ml,"Oral solution",240,2345,4455.50,1.90,0.01,"Cipla, Goa, India",No,NULL,NULL,8.73
84536,106-HT-T30,FPQ-4469,SO-35480,DN-1672,Haiti,"PMO - US","From RDC",NULL,Air,2009-09-23,NULL,2010-03-16,2010-03-15,2010-03-15,0,ARV,Pediatric,"SCMS from RDC","Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",Lamivudine,Generic,10mg/ml,"Oral solution",240,1628,3093.20,1.90,0.01,"Cipla, Goa, India",Yes,622.000,13122.39,6.67
84537,151-NG-T30,FPQ-4537,SO-35072,DN-1688,Nigeria,"PMO - US","From RDC",NULL,"Air Charter",2009-11-06,NULL,2010-04-19,2010-03-31,2010-03-31,0,ARV,Adult,"SCMS from RDC","Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs","Emtricitabine/Tenofovir Disoproxil Fumarate",Generic,200/300mg,"Tablet - FDC",30,578,6791.50,11.75,0.39,"Mylan (formerly Matrix) Nashik",Yes,47.000,NULL,14.64
84538,151-NG-T30,FPQ-4537,SO-35040,DN-1700,Nigeria,"PMO - US","From RDC",NULL,"Air Charter",2009-11-06,NULL,2010-04-19,2010-03-31,2010-03-31,0,ARV,Adult,"SCMS from RDC","Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,"Tablet - FDC",60,1500,9165.00,6.11,0.10,"Strides, Bangalore, India.",Yes,113.000,NULL,19.76
84539,151-NG-T30,FPQ-4537,SO-35041,DN-1701,Nigeria,"PMO - US","From RDC",NULL,"Air Charter",2009-11-06,NULL,2010-04-19,2010-03-31,2010-03-31,0,ARV,Adult,"SCMS from RDC","Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,"Tablet - FDC",60,20,122.20,6.11,0.10,"Strides, Bangalore, India.",Yes,2.000,NULL,0.26
84540,151-NG-T30,FPQ-4537,SO-35063,DN-1724,Nigeria,"PMO - US","From RDC",NULL,"Air Charter",2009-11-06,NULL,2010-04-19,2010-05-18,2010-05-18,1,ARV,Adult,"SCMS from RDC","Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,"Tablet - FDC",60,20000,224400.00,11.22,0.19,"Aurobindo Unit III, India",Yes,2347.000,9736.10,483.81
84542,151-NG-T30,FPQ-4537,SO-35094,DN-1748,Nigeria,"PMO - US","From RDC",NULL,"Air Charter",2009-11-06,NULL,2010-04-19,2010-03-30,2010-03-30,0,ARV,Adult,"SCMS from RDC","Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,270,2025.00,7.50,0.12,"Mylan (formerly Matrix) Nashik",Yes,15.000,NULL,4.37
84543,114-UG-T30,FPQ-4495,SO-34950,DN-1750,Uganda,"PMO - US","From RDC",NULL,Truck,2009-10-28,NULL,2010-04-30,2010-03-25,2010-03-25,0,ARV,Adult,"SCMS from RDC","Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,4200,21546.00,5.13,0.17,"Mylan (formerly Matrix) Nashik",Yes,238.000,2021.53,46.45
84544,114-UG-T30,FPQ-4495,SO-34970,DN-1755,Uganda,"PMO - US","From RDC",NULL,Truck,2009-10-28,NULL,2010-04-01,2010-03-25,2010-03-25,0,ARV,Adult,"SCMS from RDC","Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,"Tablet - FDC",60,20000,224400.00,11.22,0.19,"Aurobindo Unit III, India",Yes,2356.000,16682.66,483.81
84545,114-UG-T30,FPQ-5014,SO-35890,DN-1757,Uganda,"PMO - US","From RDC",NULL,Truck,2010-01-29,NULL,2010-04-07,2010-03-25,2010-03-25,0,ARV,Adult,"SCMS from RDC","Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,4500,24075.00,5.35,0.18,"Mylan (formerly Matrix) Nashik",Yes,350.000,1854.00,51.91
84546,114-UG-T30,FPQ-4497,SO-34860,DN-1758,Uganda,"PMO - US","From RDC",NULL,Truck,2009-10-28,NULL,2010-04-28,2010-03-25,2010-03-25,0,ARV,Adult,"SCMS from RDC","Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,"Tablet - FDC",60,3000,33660.00,11.22,0.19,"Aurobindo Unit III, India",Yes,359.000,3302.05,72.57
84547,114-UG-T30,FPQ-5238,SO-36100,DN-1760,Uganda,"PMO - US","From RDC",NULL,Air,2010-03-02,NULL,2010-05-26,2010-04-08,2010-04-08,0,ARV,Adult,"SCMS from RDC","Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,50,375.00,7.50,0.12,"Aurobindo Unit III, India",No,NULL,NULL,0.81
84548,114-UG-T30,FPQ-5238,SO-36080,DN-1765,Uganda,"PMO - US","From RDC",NULL,Air,2010-03-02,NULL,2010-05-26,2010-04-12,2010-04-12,0,ARV,Adult,"SCMS from RDC","Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,5000,25650.00,5.13,0.17,"Mylan (formerly Matrix) Nashik",No,NULL,NULL,55.30
84549,109-TZ-T30,FPQ-5237,SO-36210,DN-1767,Tanzania,"PMO - US","From RDC",NULL,Air,2010-03-01,NULL,2010-07-21,2010-03-31,2010-03-31,0,ARV,Adult,"SCMS from RDC","Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,4800,13104.00,2.73,0.05,"Aurobindo Unit III, India",Yes,460.000,NULL,28.25
84550,110-ZM-T30,FPQ-4273,SO-33720,DN-1775,Zambia,"PMO - US","From RDC",NULL,Truck,2009-09-17,NULL,2010-04-30,2010-04-16,2010-04-16,0,ARV,Adult,"SCMS from RDC","Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,2600,54574.00,20.99,0.35,"Mylan (formerly Matrix) Nashik",Yes,8819.000,8022.59,106.97
84551,151-NG-T30,FPQ-4537,SO-35112,DN-1787,Nigeria,"PMO - US","From RDC",NULL,"Air Charter",2009-11-06,NULL,2010-05-31,2010-05-18,2010-05-18,0,ARV,Adult,"SCMS from RDC","Lamivudine/Zidovudine+Efavirenz 150/300mg+600mg, tablets, co-blister 60+30 Tabs",Lamivudine/Zidovudine+Efavirenz,Generic,150/300mg+600mg,"Tablet - FDC + co-blister",90,309,8497.50,27.50,0.31,"Aurobindo Unit III, India",Yes,51.000,9736.10,18.32
84552,151-NG-T30,FPQ-4537,SO-36111,DN-1789,Nigeria,"PMO - US","From RDC",NULL,"Air Charter",2009-11-06,NULL,2010-05-31,2010-05-18,2010-05-18,0,ARV,Adult,"SCMS from RDC","Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,7118,33810.50,4.75,0.16,"Aurobindo Unit III, India",Yes,628.000,9736.10,72.90
84553,151-NG-T30,FPQ-4537,SO-36112,DN-1790,Nigeria,"PMO - US","From RDC",NULL,"Air Charter",2009-11-06,NULL,2010-05-31,2010-05-18,2010-05-18,0,ARV,Adult,"SCMS from RDC","Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,10076,75872.28,7.53,0.13,"Aurobindo Unit III, India",Yes,553.000,9736.10,163.58
84554,151-NG-T30,FPQ-4537,SO-36007,DN-1793,Nigeria,"PMO - US","From RDC",NULL,"Air Charter",2009-11-06,NULL,2010-05-31,2010-05-18,2010-05-18,0,ARV,Adult,"SCMS from RDC","Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,"Tablet - FDC",60,40000,448800.00,11.22,0.19,"Aurobindo Unit III, India",Yes,4693.000,9736.10,967.61
84555,114-UG-T30,FPQ-5071,SO-35940,DN-1798,Uganda,"PMO - US","From RDC",NULL,Air,2010-02-09,NULL,2010-05-07,2010-05-19,2010-05-19,1,ARV,Adult,"SCMS from RDC","Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,"Tablet - FDC",60,200,1170.00,5.85,0.10,"Cipla, Goa, India",Yes,21.000,1000.05,2.52
84556,114-UG-T30,FPQ-4495,SO-34940,DN-1801,Uganda,"PMO - US","From RDC",NULL,Air,2009-10-28,NULL,2010-05-03,2010-05-03,2010-05-03,0,ARV,Adult,"SCMS from RDC","Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,1621,7699.75,4.75,0.16,"Mylan (formerly Matrix) Nashik",No,NULL,NULL,16.60
84557,151-NG-T30,FPQ-4537,SO-36004,DN-1809,Nigeria,"PMO - US","From RDC",NULL,"Air Charter",2009-11-06,NULL,2010-05-31,2010-05-18,2010-05-18,0,ARV,Adult,"SCMS from RDC","Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,15299,40695.34,2.66,0.04,"Aurobindo Unit III, India",Yes,1792.000,9736.10,87.74
84558,151-NG-T30,FPQ-4537,SO-35059,DN-1719,Nigeria,"PMO - US","From RDC",NULL,"Air Charter",2009-11-06,NULL,2010-05-31,2010-05-18,2010-05-18,0,ARV,Adult,"SCMS from RDC","Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,"Tablet - FDC",60,488,4274.88,8.76,0.15,"Mylan (formerly Matrix) Nashik",Yes,39.000,9736.10,9.22
84559,114-UG-T30,FPQ-5275,SO-36260,DN-1819,Uganda,"PMO - US","From RDC",NULL,Air,2010-03-04,NULL,2010-07-09,2010-05-03,2010-05-03,0,ARV,Adult,"SCMS from RDC","Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,"Tablet - FDC",60,3600,31536.00,8.76,0.15,"Hetero Unit III Hyderabad IN",Yes,238.000,3299.67,67.99
84560,104-CI-T30,FPQ-4659,SO-35560,DN-1799,"Côte d'Ivoire","PMO - US","From RDC",NULL,Air,2009-12-08,NULL,2010-05-10,2010-05-07,2010-05-07,0,ARV,Adult,"SCMS from RDC","Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,45108,214263.00,4.75,0.16,"Aurobindo Unit III, India",Yes,9863.000,19150.15,461.95
84561,104-CI-T30,FPQ-4659,SO-35560,DN-1799,"Côte d'Ivoire","PMO - US","From RDC",NULL,Air,2009-12-08,NULL,2010-05-10,2010-05-07,2010-05-07,0,ARV,Adult,"SCMS from RDC","Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,5664,13820.16,2.44,0.04,"Aurobindo Unit III, India",No,NULL,NULL,29.80
84562,104-CI-T30,FPQ-4659,SO-35600,DN-1825,"Côte d'Ivoire","PMO - US","From RDC",NULL,Air,2009-12-08,NULL,2010-05-31,2010-05-20,2010-05-20,0,ARV,Pediatric,"SCMS from RDC","Stavudine 1mg/ml, powder for oral solution, 200 ml",Stavudine,Generic,1mg/ml,"Oral solution",200,4550,6370.00,1.40,0.01,"Aurobindo Unit III, India",No,NULL,NULL,13.73
84563,113-ZW-T30,FPQ-4694,SO-35400,DN-1829,Zimbabwe,"PMO - US","From RDC",NULL,Truck,2009-12-08,NULL,2010-05-31,2010-05-31,2010-05-31,0,ARV,Adult,"SCMS from RDC","Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,"Tablet - FDC",60,112100,655785.00,5.85,0.10,"Cipla, Goa, India",No,NULL,NULL,1413.87
84564,113-ZW-T30,FPQ-4472,SO-35910,DN-1831,Zimbabwe,"PMO - US","From RDC",NULL,Air,2009-03-17,NULL,2010-05-28,2010-05-31,2010-05-31,1,ARV,Adult,"SCMS from RDC","Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,"Tablet - FDC",60,47390,277231.50,5.85,0.10,"Cipla, Goa, India",Yes,7112.000,3833.17,543.37
84565,106-HT-T30,FPQ-4384,SO-34650,DN-1833,Haiti,"PMO - US","From RDC",NULL,Air,2009-10-23,NULL,2010-05-19,2010-05-19,2010-05-19,0,ARV,Adult,"SCMS from RDC","Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,34080,161880.00,4.75,0.16,"Aurobindo Unit III, India",Yes,3318.000,23890.83,349.01
84566,106-HT-T30,FPQ-4384,SO-34660,DN-1837,Haiti,"PMO - US","From RDC",NULL,Air,2009-10-23,NULL,2010-05-31,2010-06-01,2010-06-01,1,ARV,Adult,"SCMS from RDC","Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,"Tablet - FDC",60,14875,130305.00,8.76,0.15,"Mylan (formerly Matrix) Nashik",No,NULL,NULL,280.94
84567,114-UG-T30,FPQ-5238,SO-36090,DN-1840,Uganda,"PMO - US","From RDC",NULL,Air,2010-03-02,NULL,2010-05-26,2010-05-27,2010-05-27,1,ARV,Adult,"SCMS from RDC","Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,"Tablet - FDC",60,20000,224400.00,11.22,0.19,"Mylan (formerly Matrix) Nashik",Yes,2560.000,20654.81,483.81
84568,106-HT-T30,FPQ-4384,SO-34640,DN-1842,Haiti,"PMO - US","From RDC",NULL,Air,2009-10-23,NULL,2010-06-02,2010-06-09,2010-06-09,1,ARV,Adult,"SCMS from RDC","Stavudine 20mg, capsules, 60 Caps",Stavudine,Generic,20mg,Capsule,60,168,240.24,1.43,0.02,"Aurobindo Unit III, India",No,NULL,NULL,0.52
84569,114-UG-T30,FPQ-5239,SO-36130,DN-1856,Uganda,"PMO - US","From RDC",NULL,Air,2010-03-02,NULL,2010-06-30,2010-06-22,2010-06-22,0,ARV,Adult,"SCMS from RDC","Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,"Tablet - FDC",60,700,6132.00,8.76,0.15,"Hetero Unit III Hyderabad IN",No,NULL,NULL,13.22
84570,114-UG-T30,FPQ-5451,SO-36832,DN-1860,Uganda,"PMO - US","From RDC",NULL,Air,2010-05-07,NULL,2010-06-30,2010-06-22,2010-06-22,0,ARV,Adult,"SCMS from RDC","Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,17550,83362.50,4.75,0.16,"Mylan (formerly Matrix) Nashik",Yes,1325.000,4600.45,179.73
84571,104-CI-T30,FPQ-4659,SO-35590,DN-1868,"Côte d'Ivoire","PMO - US","From RDC",NULL,Air,2009-12-08,NULL,2010-06-30,2010-06-21,2010-06-21,0,ARV,Pediatric,"SCMS from RDC","Efavirenz 50mg, capsule, 30 Caps",Efavirenz,Generic,50mg,Capsule,30,1596,3575.04,2.24,0.07,"Aurobindo Unit III, India",No,NULL,NULL,7.71
84572,104-CI-T30,FPQ-5201,SO-36350,DN-1878,"Côte d'Ivoire","PMO - US","From RDC",NULL,Air,2010-03-03,NULL,2010-07-09,2010-07-05,2010-07-05,0,ARV,Adult,"SCMS from RDC","Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,10980,26791.20,2.44,0.04,"Aurobindo Unit III, India",Yes,698.000,5121.68,57.76
84573,151-NG-T30,FPQ-5023,SO-36435,DN-1886,Nigeria,"PMO - US","From RDC",NULL,Air,2010-02-10,NULL,2010-07-15,2010-06-28,2010-06-28,0,ARV,Adult,"SCMS from RDC","Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,"Tablet - FDC",60,1000,11220.00,11.22,0.19,"Aurobindo Unit III, India",Yes,117.000,NULL,24.19
84574,151-NG-T30,FPQ-5023,SO-36446,DN-1904,Nigeria,"PMO - US","From RDC",NULL,Air,2010-02-10,NULL,2010-07-15,2010-06-28,2010-06-28,0,ARV,Adult,"SCMS from RDC","Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,200,920.00,4.60,0.15,"Aurobindo Unit III, India",Yes,17.000,NULL,1.98
84575,151-NG-T30,FPQ-5023,SO-36447,DN-1905,Nigeria,"PMO - US","From RDC",NULL,Air,2010-02-10,NULL,2010-07-15,2010-06-28,2010-06-28,0,ARV,Adult,"SCMS from RDC","Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,188,864.80,4.60,0.15,"Aurobindo Unit III, India",Yes,16.000,NULL,1.86
