id,project_code,price_quot_number,po_so_number,asn_dn,country,managed_by,fulfill_via,vendor_inco_term,shipment_mode,pq_first_sent_to_client_date,po_sent_to_vendor_date,scheduled_delivery_date,delivered_to_client_date,delivery_recorded_date,late_deliveries,product_group,sub_classification,vendor,item_description,molecule_test_type,brand,dosage,dosage_form,unit_of_measure_per_pack,line_item_quantity,line_item_value,pack_price,unit_price,manufacturing_site,first_line_designation,weight_in_kgs,freight_cost_in_usd,line_item_insurance_in_usd
1,100-CI-T01,NULL,SCMS-4,ASN-8,"Côte d'Ivoire","PMO - US","Direct Drop",EXW,Air,NULL,NULL,2006-06-02,2006-06-02,2006-06-02,0,HRDT,"HIV test","RANBAXY Fine Chemicals LTD.","HIV, Reveal G3 Rapid HIV-1 Antibody Test, 30 Tests","HIV, Reveal G3 Rapid HIV-1 Antibody Test",Reveal,NULL,"Test kit",30,19,551.00,29.00,0.97,"Ranbaxy Fine Chemicals LTD",Yes,13.000,780.34,NULL
3,108-VN-T01,NULL,SCMS-13,ASN-85,Vietnam,"PMO - US","Direct Drop",EXW,Air,NULL,NULL,2006-11-14,2006-11-14,2006-11-14,0,ARV,Pediatric,"Aurobindo Pharma Limited","Nevirapine 10mg/ml, oral suspension, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,"Oral suspension",240,1000,6200.00,6.20,0.03,"Aurobindo Unit III, India",Yes,358.000,4521.50,NULL
4,100-CI-T01,NULL,SCMS-20,ASN-14,"Côte d'Ivoire","PMO - US","Direct Drop",FCA,Air,NULL,NULL,2006-08-27,2006-08-27,2006-08-27,0,HRDT,"HIV test","Abbott GmbH & Co. KG","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,NULL,"Test kit",100,500,40000.00,80.00,0.80,"ABBVIE GmbH & Co.KG Wiesbaden",Yes,171.000,1653.78,NULL
15,108-VN-T01,NULL,SCMS-78,ASN-50,Vietnam,"PMO - US","Direct Drop",EXW,Air,NULL,NULL,2006-09-01,2006-09-01,2006-09-01,0,ARV,Adult,"SUN PHARMACEUTICAL INDUSTRIES LTD (RANBAXY LABORATORIES LIMITED)","Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,31920,127360.80,3.99,0.07,"Ranbaxy, Paonta Shahib, India",Yes,1855.000,16007.06,NULL
16,108-VN-T01,NULL,SCMS-81,ASN-55,Vietnam,"PMO - US","Direct Drop",EXW,Air,NULL,NULL,2006-08-11,2006-08-11,2006-08-11,0,ARV,Adult,"Aurobindo Pharma Limited","Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,38000,121600.00,3.20,0.05,"Aurobindo Unit III, India",Yes,7590.000,45450.08,NULL
23,112-NG-T01,NULL,SCMS-87,ASN-57,Nigeria,"PMO - US","Direct Drop",EXW,Air,NULL,NULL,2006-09-28,2006-09-28,2006-09-28,0,ARV,Pediatric,"Aurobindo Pharma Limited","Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",Zidovudine,Generic,10mg/ml,"Oral solution",240,416,2225.60,5.35,0.02,"Aurobindo Unit III, India",Yes,504.000,5920.42,NULL
44,110-ZM-T01,NULL,SCMS-139,ASN-130,Zambia,"PMO - US","Direct Drop",DDU,Air,NULL,NULL,2007-01-08,2007-01-08,2007-01-08,0,ARV,Pediatric,"MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.)","Efavirenz 200mg [Stocrin/Sustiva], capsule, 90 Caps",Efavirenz,Stocrin/Sustiva,200mg,Capsule,90,135,4374.00,32.40,0.36,"MSD South Granville Australia",Yes,328.000,NULL,NULL
45,109-TZ-T01,NULL,SCMS-140,ASN-94,Tanzania,"PMO - US","Direct Drop",EXW,Air,NULL,NULL,2006-11-24,2006-11-24,2006-11-24,0,ARV,Adult,"Aurobindo Pharma Limited","Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,16667,60834.55,3.65,0.06,"Aurobindo Unit III, India",Yes,1478.000,6212.41,NULL
46,112-NG-T01,NULL,SCMS-156,ASN-93,Nigeria,"PMO - US","Direct Drop",EXW,Air,NULL,NULL,2006-12-07,2006-12-07,2006-12-07,0,ARV,Adult,"Aurobindo Pharma Limited","Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,273,532.35,1.95,0.03,"Aurobindo Unit III, India",No,NULL,NULL,NULL
47,110-ZM-T01,NULL,SCMS-165,ASN-199,Zambia,"PMO - US","Direct Drop",CIP,Air,NULL,2006-11-13,2007-01-30,2007-01-30,2007-01-30,0,ARV,Adult,"ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV)","Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,2800,115080.00,41.10,0.34,"ABBVIE (Abbott) St. P'burg USA",Yes,643.000,NULL,NULL
60,110-ZM-T01,NULL,SCMS-221,ASN-223,Zambia,"PMO - US","Direct Drop",CIP,Air,NULL,2006-12-01,2007-02-16,2007-02-16,2007-02-16,0,ARV,Adult,"ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV)","Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,2800,115080.00,41.10,0.34,"ABBVIE Ludwigshafen Germany",Yes,643.000,NULL,NULL
61,110-ZM-T01,NULL,SCMS-226,ASN-137,Zambia,"PMO - US","Direct Drop",EXW,Air,NULL,NULL,2007-01-08,2007-01-08,2007-01-08,0,HRDT,"HIV test","Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,NULL,"Test kit",20,2500,100000.00,40.00,2.00,"Trinity Biotech, Plc",Yes,853.000,13569.49,NULL
62,102-NG-T01,NULL,SCMS-230,ASN-144,Nigeria,"PMO - US","Direct Drop",EXW,Air,NULL,NULL,2007-01-10,2007-01-10,2007-01-10,0,HRDT,"HIV test","EY Laboratories","HIV 1/2, InstantChek HIV 1+2 Kit, 100 Tests","HIV 1/2, InstantChek HIV 1+2 Kit",InstantCHEK,NULL,"Test kit",100,10,850.00,85.00,0.85,"EY Laboratories, USA",Yes,NULL,NULL,NULL
64,107-RW-T01,NULL,SCMS-268,ASN-242,Rwanda,"PMO - US","Direct Drop",EXW,Air,NULL,2006-12-22,2007-02-27,2007-02-27,2007-02-27,0,ARV,Adult,"CIPLA LIMITED","Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,"Tablet - FDC",60,10000,99800.00,9.98,0.17,"Cipla, Goa, India",Yes,7416.000,64179.42,NULL
65,106-HT-T01,NULL,SCMS-274,ASN-162,Haiti,"PMO - US","Direct Drop",EXW,Air,NULL,NULL,2007-01-18,2007-01-18,2007-01-18,0,HRDT,"HIV test","Abbott GmbH & Co. KG","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,NULL,"Test kit",100,750,60000.00,80.00,0.80,"ABBVIE GmbH & Co.KG Wiesbaden",Yes,256.000,1760.32,NULL
68,113-ZW-T01,NULL,SCMS-308,ASN-285,Zimbabwe,"PMO - US","Direct Drop",CIP,Air,NULL,2007-01-10,2007-03-19,2007-03-19,2007-03-19,0,ARV,Pediatric,"BRISTOL-MYERS SQUIBB","#102198**Didanosine 200mg [Videx], tablets, 60 Tabs",Didanosine,Videx,200mg,Tablet,60,579,14764.50,25.50,0.42,"BMS Meymac, France",Yes,NULL,NULL,NULL
69,102-NG-T01,NULL,SCMS-354,ASN-608,Nigeria,"PMO - US","Direct Drop",CIP,NULL,NULL,NULL,2007-05-07,2007-05-07,2007-05-07,0,HRDT,"HIV test","ACCOUN NIGERIA LIMITED","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,NULL,"Test kit",100,1500,120000.00,80.00,0.80,"ABBVIE GmbH & Co.KG Wiesbaden",Yes,NULL,NULL,192.00
80,107-RW-T01,NULL,SCMS-488,ASN-299,Rwanda,"PMO - US","Direct Drop",EXW,Air,NULL,NULL,2007-03-29,2007-03-29,2007-03-29,0,HRDT,"HIV test","Premier Medical Corporation Ltd.","HIV 1/2/O, First Response HIV 1-2.0, v.3.0 Cards Kit, 30 Tests","HIV 1/2/O, First Response HIV 1-2.0, v.3.0 Cards Kit","First Response",NULL,"Test kit",30,2000,33000.00,16.50,0.55,"Premier Med. Corp Ltd. India",Yes,710.000,3120.70,NULL
87,109-TZ-T01,NULL,SCMS-555,ASN-409,Tanzania,"PMO - US","Direct Drop",CIP,Air,NULL,2007-04-12,2007-06-06,2007-06-06,2007-06-06,0,ARV,Pediatric,"BRISTOL-MYERS SQUIBB","Didanosine 2g [Videx], powder for oral solution 10mg/ml, reconstitute to 200 ml",Didanosine,Videx,2g,"Powder for oral solution",200,712,8964.08,12.59,0.06,"BMS Meymac, France",Yes,162.000,912.96,NULL
92,102-NG-T01,NULL,SCMS-592,ASN-485,Nigeria,"PMO - US","Direct Drop",EXW,Air,NULL,2007-05-13,2007-06-19,2007-06-19,2007-06-19,0,HRDT,"HIV test","Abbott GmbH & Co. KG","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,NULL,"Test kit",100,1000,80000.00,80.00,0.80,"ABBVIE GmbH & Co.KG Wiesbaden",Yes,341.000,2682.47,128.00
96,102-NG-T01,NULL,SCMS-570,ASN-451,Nigeria,"PMO - US","Direct Drop",EXW,Air,NULL,2007-05-17,2007-06-19,2007-06-19,2007-06-19,0,HRDT,"HIV test","CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,NULL,"Test kit",20,7500,202500.00,27.00,1.35,"Chembio Diagnostics Sys. Inc.",Yes,2278.000,15893.71,NULL
108,104-CI-T01,NULL,SCMS-698,ASN-727,"Côte d'Ivoire","PMO - US","Direct Drop",CIP,Air,NULL,2007-07-13,2007-10-02,2007-10-02,2007-10-02,0,ARV,Pediatric,"BRISTOL-MYERS SQUIBB","#102198**Didanosine 200mg [Videx], tablets, 60 Tabs",Didanosine,Videx,200mg,Tablet,60,5513,140581.50,25.50,0.42,"BMS Meymac, France",Yes,2126.000,NULL,224.93
115,108-VN-T01,NULL,SCMS-753,ASN-781,Vietnam,"PMO - US","Direct Drop",EXW,Air,NULL,2007-07-04,2007-10-15,2007-10-15,2007-10-15,0,ARV,Pediatric,"Aurobindo Pharma Limited","Nevirapine 10mg/ml, oral suspension, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,"Oral suspension",240,1000,1920.00,1.92,0.01,"Aurobindo Unit III, India",Yes,941.000,4193.49,3.07
116,108-VN-T01,NULL,SCMS-759,ASN-632,Vietnam,"PMO - US","Direct Drop",FCA,Air,NULL,2007-07-04,2007-08-27,2007-08-27,2007-08-27,0,ARV,Adult,"ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV)","Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,500,41095.00,82.19,0.68,"ABBVIE Ludwigshafen Germany",Yes,117.000,1767.38,65.75
130,100-HT-T01,NULL,SCMS-10080,ASN-628,Haiti,"PMO - US","Direct Drop",EXW,Air,NULL,2007-07-26,2007-08-13,2007-08-21,2007-08-21,1,HRDT,"HIV test","Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,NULL,"Test kit",100,750,53992.50,71.99,0.72,"Inverness Japan",Yes,171.000,3518.38,86.39
134,100-HT-T01,NULL,SCMS-10130,ASN-616,Haiti,"PMO - US","Direct Drop",EXW,Air,NULL,2007-07-26,2007-08-25,2007-08-25,2007-08-25,0,HRDT,"HIV test","Orasure Technologies Inc.","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",OraQuick,NULL,"Test kit",100,25,8750.00,350.00,3.50,"Pacific Biotech, Thailand",Yes,60.000,3097.85,14.00
138,109-TZ-T01,NULL,SCMS-10270,ASN-710,Tanzania,"PMO - US","Direct Drop",EXW,Air,NULL,NULL,2007-10-16,2007-10-16,2007-10-16,0,HRDT,"HIV test","Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,NULL,"Test kit",25,10000,200000.00,20.00,0.80,"Standard Diagnostics, Korea",Yes,3335.000,27869.74,320.00
139,109-TZ-T01,NULL,SCMS-10290,ASN-788,Tanzania,"PMO - US","Direct Drop",EXW,Air,NULL,NULL,2007-11-22,2007-11-22,2007-11-22,0,HRDT,"HIV test","Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,NULL,"Test kit",25,10000,200000.00,20.00,0.80,"Standard Diagnostics, Korea",Yes,3335.000,28461.10,320.00
140,109-TZ-T01,NULL,SCMS-10300,ASN-856,Tanzania,"PMO - US","Direct Drop",EXW,Air,NULL,NULL,2007-11-22,2007-11-22,2007-11-22,0,HRDT,"HIV test","Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,NULL,"Test kit",25,10000,200000.00,20.00,0.80,"Standard Diagnostics, Korea",Yes,3335.000,28359.80,320.00
161,117-ET-T01,NULL,SCMS-11070,ASN-916,Ethiopia,"PMO - US","Direct Drop",EXW,Air,NULL,2007-10-03,2007-11-20,2007-11-20,2007-11-20,0,ARV,Adult,"Aurobindo Pharma Limited","Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,64000,99200.00,1.55,0.03,"Aurobindo Unit III, India",Yes,4228.000,12237.61,158.72
176,102-NG-T01,NULL,SCMS-11750,ASN-745,Nigeria,"PMO - US","Direct Drop",EXW,Air,NULL,2007-08-28,2007-10-03,2007-10-03,2007-10-03,0,HRDT,"HIV test","CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,NULL,"Test kit",20,10000,270000.00,27.00,1.35,"Chembio Diagnostics Sys. Inc.",Yes,3263.000,20885.78,432.00
262,116-ZA-T01,NULL,SCMS-14050,ASN-1251,"South Africa","PMO - US","Direct Drop",DDP,NULL,NULL,2007-11-12,2008-01-29,2008-01-29,2008-01-29,0,ARV,Pediatric,"JSI R&T INSTITUTE, INC.","Zidovudine 10mg/ml [Retrovir], oral solution, Bottle, 200 ml",Zidovudine,Retrovir,10mg/ml,"Oral solution",200,40,317.60,7.94,0.04,"GSK Mississauga (Canada)",Yes,NULL,NULL,0.51
269,108-VN-T01,NULL,SCMS-14190,ASN-1192,Vietnam,"PMO - US","Direct Drop",EXW,Air,NULL,2007-11-19,2008-01-21,2008-01-21,2008-01-21,0,ARV,Adult,"GILEAD SCIENCES IRELAND, INC.","Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs","Tenofovir Disoproxil Fumarate",Viread,300mg,Tablet,30,1000,17000.00,17.00,0.57,"Gilead(Nycomed) Oranienburg DE",Yes,76.000,2282.57,27.20
270,108-VN-T01,NULL,SCMS-14200,ASN-1171,Vietnam,"PMO - US","Direct Drop",EXW,Air,NULL,2007-11-21,2008-01-21,2008-01-21,2008-01-21,0,ARV,Adult,"SUN PHARMACEUTICAL INDUSTRIES LTD (RANBAXY LABORATORIES LIMITED)","Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,400,3352.00,8.38,0.14,"Ranbaxy, Paonta Shahib, India",Yes,23.000,2149.05,5.36
284,107-RW-T01,NULL,SCMS-14630,ASN-1253,Rwanda,"PMO - US","Direct Drop",EXW,Air,NULL,2007-12-10,2008-01-31,2008-01-31,2008-01-31,0,HRDT,"HIV test - Ancillary","Orgenics, Ltd","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",Generic,NULL,"Test kit - Ancillary",100,1500,15.00,0.01,0.00,"Inverness Japan",Yes,99.000,0.75,0.02
305,123-NG-T01,NULL,SCMS-15550,ASN-1269,Nigeria,"PMO - US","Direct Drop",EXW,Air,NULL,NULL,2008-02-05,2008-02-05,2008-02-05,0,HRDT,"HIV test - Ancillary","Orgenics, Ltd","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",Generic,NULL,"Test kit - Ancillary",100,650,6.50,0.01,0.00,"Inverness Japan",Yes,NULL,NULL,0.01
343,116-ZA-T01,NULL,SCMS-16600,ASN-1520,"South Africa","PMO - US","Direct Drop",DDP,NULL,NULL,2008-01-04,2008-01-21,2008-01-04,2008-01-04,0,ARV,Pediatric,"JSI R&T INSTITUTE, INC.","Stavudine 1mg/ml [Zerit], powder for oral solution, Bottle, 200 ml",Stavudine,Zerit,1mg/ml,"Powder for oral solution",200,200,340.00,1.70,0.01,"BMS Meymac, France",Yes,NULL,NULL,0.54
361,125-HT-T01,NULL,SCMS-14080,ASN-1318,Haiti,"PMO - US","Direct Drop",EXW,Air,NULL,NULL,2008-02-18,2008-02-18,2008-02-18,0,HRDT,"HIV test","Trinity Biotech, Plc","HIV 1/2, Capillus HIV Kit, 100 Tests","HIV 1/2, Capillus HIV Kit",Capillus,NULL,"Test kit",100,2,278.00,139.00,1.39,"Trinity Biotech, Plc",Yes,NULL,NULL,0.44
391,104-CI-T01,NULL,SCMS-18290,ASN-1879,"Côte d'Ivoire","PMO - US","Direct Drop",EXW,Air,NULL,2008-02-27,2008-06-17,2008-06-17,2008-06-17,0,HRDT,"HIV test","BIO-RAD LABORATORIES (FRANCE)","#108853** HIV, Genie II HIV-1/HIV-2 Kit, 40 Tests","HIV, Genie II HIV-1/HIV-2 Kit",Genie,NULL,"Test kit",40,476,36176.00,76.00,1.90,"Bio-Rad Laboratories",Yes,509.000,5446.51,57.88
392,104-CI-T01,NULL,SCMS-18310,ASN-3435,"Côte d'Ivoire","PMO - US","Direct Drop",EXW,Air,NULL,2008-03-03,2009-03-19,2009-03-19,2009-03-19,0,HRDT,"HIV test","Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,NULL,"Test kit",25,659,13180.00,20.00,0.80,"Standard Diagnostics, Korea",Yes,206.000,2656.12,25.83
398,102-GY-T01,NULL,SCMS-18480,ASN-1502,Guyana,"PMO - US","Direct Drop",EXW,Air,NULL,2008-02-28,2008-04-09,2008-04-01,2008-04-01,0,HRDT,"HIV test - Ancillary","Orgenics, Ltd","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",Generic,NULL,"Test kit - Ancillary",100,240,2.40,0.01,0.00,"Inverness Japan",Yes,NULL,NULL,0.00
399,102-GY-T01,NULL,SCMS-18500,ASN-2117,Guyana,"PMO - US","Direct Drop",EXW,Air,NULL,2008-02-28,2008-07-28,2008-07-28,2008-07-28,0,HRDT,"HIV test - Ancillary","Orgenics, Ltd","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",Generic,NULL,"Test kit - Ancillary",100,213,2.13,0.01,0.00,"Inverness Japan",Yes,14.000,360.00,0.00
400,117-ET-T01,NULL,SCMS-18430,ASN-1465,Ethiopia,"PMO - US","Direct Drop",DDP,NULL,NULL,2008-02-29,2008-03-11,2008-03-11,2008-03-11,0,HRDT,"HIV test","TURE PHARMACEUTICALS & MEDICAL SUPPLIES P.L.C.","HIV 1/2, Capillus HIV Kit, 100 Tests","HIV 1/2, Capillus HIV Kit",Capillus,NULL,"Test kit",100,63,13399.25,212.69,2.13,"Trinity Biotech, Plc",Yes,NULL,NULL,21.44
410,113-ZW-T01,NULL,SCMS-18870,ASN-2434,Zimbabwe,"PMO - US","Direct Drop",EXW,Air,NULL,2008-03-17,2008-11-17,2008-11-17,2008-11-17,0,HRDT,"HIV test","Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,NULL,"Test kit",100,1634,117631.66,71.99,0.72,"Inverness Japan",Yes,373.000,4112.46,188.21
411,123-NG-T01,NULL,SCMS-18940,ASN-1467,Nigeria,"PMO - US","Direct Drop",EXW,Air,NULL,2008-03-13,2008-04-17,2008-04-17,2008-04-17,0,HRDT,"HIV test","CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,NULL,"Test kit",20,1425,38475.00,27.00,1.35,"Chembio Diagnostics Sys. Inc.",Yes,483.000,5468.88,61.56
414,119-NA-T01,NULL,SCMS-19130,ASN-1798,Namibia,"PMO - US","Direct Drop",EXW,Air,NULL,2008-03-18,2008-06-04,2008-06-04,2008-06-04,0,HRDT,"HIV test","Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,NULL,"Test kit",100,142,10222.58,71.99,0.72,"Inverness Japan",Yes,33.000,1715.17,16.36
420,108-VN-T01,NULL,SCMS-19490,ASN-1753,Vietnam,"PMO - US","Direct Drop",EXW,Air,NULL,2008-03-31,2008-06-03,2008-06-03,2008-06-03,0,ARV,Adult,"MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES)","Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,8400,96432.00,11.48,0.38,"Mylan (formerly Matrix) Nashik",Yes,654.000,4051.34,154.29
422,116-ZA-T01,NULL,SCMS-19800,ASN-1665,"South Africa","PMO - US","Direct Drop",DDP,Truck,NULL,2008-02-20,2008-04-24,2008-04-24,2008-04-24,0,ARV,Adult,"S. BUYS WHOLESALER","Saquinavir 200mg [Invirase], capsules, 270 Caps",Saquinavir,Invirase,200mg,Capsule,270,6,405.06,67.51,0.25,"Roche Basel",Yes,NULL,NULL,0.65
423,116-ZA-T01,NULL,SCMS-19800,ASN-1665,"South Africa","PMO - US","Direct Drop",DDP,Truck,NULL,2008-02-20,2008-04-24,2008-04-24,2008-04-24,0,ARV,Pediatric,"S. BUYS WHOLESALER","Stavudine 1mg/ml [Zerit], powder for oral solution, Bottle, 200 ml",Stavudine,Zerit,1mg/ml,"Powder for oral solution",200,600,870.00,1.45,0.01,"BMS Meymac, France",No,NULL,NULL,1.39
438,108-VN-T01,NULL,SCMS-20310,ASN-1923,Vietnam,"PMO - US","Direct Drop",CIP,Air,NULL,2008-03-31,2008-07-12,2008-07-12,2008-07-12,0,ARV,Pediatric,"BRISTOL-MYERS SQUIBB","Didanosine 25mg [Videx], chewable tablets, 60 Tabs",Didanosine,Videx,25mg,"Chewable/dispersible tablet",60,400,2800.00,7.00,0.12,"BMS Meymac, France",Yes,81.000,2211.05,4.48
459,116-ZA-T01,NULL,SCMS-21460,ASN-1667,"South Africa","PMO - US","Direct Drop",DDP,NULL,NULL,2008-04-04,2008-04-25,2008-04-07,2008-04-07,0,ARV,Pediatric,"S. BUYS WHOLESALER","Didanosine 25mg [Videx], chewable tablets, 60 Tabs",Didanosine,Videx,25mg,"Chewable/dispersible tablet",60,6,77.10,12.85,0.21,"BMS Meymac, France",Yes,NULL,NULL,0.12
464,102-NG-T01,NULL,SCMS-21540,ASN-2008,Nigeria,"PMO - US","Direct Drop",EXW,Air,NULL,NULL,2008-07-09,2008-07-09,2008-07-09,0,HRDT,"HIV test","Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,NULL,"Test kit",100,5498,439785.02,79.99,0.80,"Inverness Japan",Yes,1251.000,16090.22,703.66
465,102-NG-T01,NULL,SCMS-21540,ASN-2011,Nigeria,"PMO - US","Direct Drop",EXW,Air,NULL,NULL,2008-07-09,2008-07-04,2008-07-04,0,HRDT,"HIV test - Ancillary","Orgenics, Ltd","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",Generic,NULL,"Test kit - Ancillary",100,5498,54.98,0.01,0.00,"Inverness Japan",Yes,NULL,NULL,0.09
466,117-ET-T01,NULL,SCMS-21550,ASN-1741,Ethiopia,"PMO - US","Direct Drop",DDP,Air,NULL,NULL,2008-05-09,2008-05-09,2008-05-09,0,HRDT,"HIV test","TURE PHARMACEUTICALS & MEDICAL SUPPLIES P.L.C.","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,NULL,"Test kit",20,15,691.42,46.09,2.30,"Trinity Biotech, Plc",Yes,NULL,NULL,1.11
530,108-VN-T01,NULL,SCMS-23450,ASN-2336,Vietnam,"PMO - US","Direct Drop",EXW,Air,NULL,2008-05-14,2008-09-19,2008-09-19,2008-09-19,0,ARV,Adult,"MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES)","Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs","Tenofovir Disoproxil Fumarate",Generic,300mg,Tablet,30,1344,18359.04,13.66,0.46,"Mylan (formerly Matrix) Nashik",Yes,1537.000,13507.92,29.37
531,116-ZA-T01,NULL,SCMS-23500,ASN-2783,"South Africa","PMO - US","Direct Drop",DDP,Truck,NULL,NULL,2008-08-20,2008-08-20,2008-08-20,0,ARV,Adult,"S. BUYS WHOLESALER","Stavudine 20mg [Zerit], capsules, 60 Caps",Stavudine,Zerit,20mg,Capsule,60,20,103.40,5.17,0.09,"BMS Meymac, France",Yes,NULL,NULL,0.20
532,116-ZA-T01,NULL,SCMS-23500,ASN-2293,"South Africa","PMO - US","Direct Drop",DDP,Truck,NULL,NULL,2008-08-20,2008-05-08,2008-05-08,0,ARV,Adult,"S. BUYS WHOLESALER","Didanosine EC 250mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps","Didanosine EC","Videx EC",250mg,"Delayed-release capsules - blister",30,100,1906.00,19.06,0.64,"BMS Meymac, France",Yes,NULL,NULL,3.05
533,116-ZA-T01,NULL,SCMS-23500,ASN-2293,"South Africa","PMO - US","Direct Drop",DDP,Truck,NULL,NULL,2008-08-20,2008-05-08,2008-05-08,0,ARV,Pediatric,"S. BUYS WHOLESALER","Stavudine 1mg/ml [Zerit], powder for oral solution, Bottle, 200 ml",Stavudine,Zerit,1mg/ml,"Powder for oral solution",200,670,1025.10,1.53,0.01,"BMS Meymac, France",No,NULL,NULL,1.64
